de_anio,a_anio,tipo,ticker_baja,empresa_baja,ticker_alta,empresa_alta,similitud_nombre
2020,2021,BAJA,TCF,TCF FINANCIAL CORP,,,
2020,2021,BAJA,TCO,TAUBMAN CENTERS INC,,,
2020,2021,BAJA,TDS,TELEPHONE & DATA SYSTEMS,,,
2020,2021,BAJA,THS,TREEHOUSE FOODS INC,,,
2020,2021,BAJA,TIF,TIFFANY & CO,,,
2020,2021,BAJA,TREE,LENDINGTREE INC,,,
2020,2021,BAJA,TRN,TRINITY INDUSTRIES INC,,,
2020,2021,BAJA,TWOU,2U INC,,,
2020,2021,BAJA,USM,UNITED STATES CELLULAR,,,
2020,2021,BAJA,VAR,VARIAN MEDICAL SYSTEMS,,,
2020,2021,BAJA,WPX,WPX ENERGY INC,,,
2020,2021,BAJA,WYND,WYNDHAM DESTINATIONS INC,,,
2020,2021,ALTA,,,AA,ALCOA CORPORATION,
2020,2021,ALTA,,,ACI,ALBERTSONS COMPANIES,
2020,2021,ALTA,,,AGL,AGILON HEALTH,
2020,2021,ALTA,,,AI,C3 AI,
2020,2021,ALTA,,,AIRC,APARTMENT INCOME REIT,
2020,2021,ALTA,,,ALGM,ALLEGRO MICROSYSTEMS,
2020,2021,ALTA,,,AZEK,THE AZEK COMPANY,
2020,2021,ALTA,,,BEPC,BROOKFIELD RENEWABLE CORPORATION,
2020,2021,ALTA,,,BLD,TOPBUILD,
2020,2021,ALTA,,,BLDR,BUILDERS FIRSTSOURCE INC.,
2020,2021,ALTA,,,BRKS,BROOKS AUTOMATION,
2020,2021,ALTA,,,BSY,BENTLEY SYSTEMS,
2020,2021,ALTA,,,BX,THE BLACKSTONE GROUP INC,
2020,2021,ALTA,,,BYD,BOYD GAMING,
2020,2021,ALTA,,,CERT,CERTARA,
2020,2021,ALTA,,,CHDN,CHURCHILL DOWNS,
2020,2021,ALTA,,,CHPT,CHARGEPOINT HOLDINGS INC (A),
2020,2021,ALTA,,,CLF,CLEVELAND-CLIFFS,
2020,2021,ALTA,,,CLVT,CLARIVATE PLC (A),
2020,2021,ALTA,,,CNXC,CONCENTRIX,
2020,2021,ALTA,,,CVAC,CUREVAC NV,
2020,2021,ALTA,,,DAR,DARLING INGREDIENTS,
2020,2021,ALTA,,,DASH,DOORDASH,
2020,2021,ALTA,,,DCT,DUCK CREEK TECHNOLOGIES,
2020,2021,ALTA,,,DECK,DECKERS OUTDOOR,
2020,2021,ALTA,,,DKNG,DRAFTKINGS INC (A),
2020,2021,ALTA,,,DNB,DUN AND BRADSTREET HOLDINGS,
2020,2021,ALTA,,,DRVN,DRIVEN BRANDS HOLDINGS,
2020,2021,ALTA,,,DSEY,DIVERSEY HOLDINGS,
2020,2021,ALTA,,,DV,DOUBLEVERIFY HOLDINGS,
2020,2021,ALTA,,,FOUR,SHIFT4 PAYMENTS,
2020,2021,ALTA,,,FRPT,FRESHPET,
2020,2021,ALTA,,,GME,GAMESTOP CORP,
2020,2021,ALTA,,,GOCO,GOHEALTH,
2020,2021,ALTA,,,HAYW,HAYWARD HOLDINGS,
2020,2021,ALTA,,,JAMF,JAMF HOLDING,
2020,2021,ALTA,,,JHG,JANUS HENDERSON GROUP,
2020,2021,ALTA,,,LAD,LITHIA MOTORS,
2020,2021,ALTA,,,LESL,LESLIES,
2020,2021,ALTA,,,LMND,LEMONADE,
2020,2021,ALTA,,,LPX,LOUISIANA-PACIFIC,
2020,2021,ALTA,,,LUMN,LUMEN TECHNOLOGIES INC,
2020,2021,ALTA,,,MCFE,MCAFEE,
2020,2021,ALTA,,,MRTX,MIRATI THERAPEUTICS INC,
2020,2021,ALTA,,,MRVI,MARAVAI LIFESCIENCES HOLDINGS,
2020,2021,ALTA,,,MSP,DATTO HOLDING,
2020,2021,ALTA,,,MTZ,MASTEC INC,
2020,2021,ALTA,,,NCNO,NCINO,
2020,2021,ALTA,,,NFE,NEW FORTRESS ENERGY,
2020,2021,ALTA,,,NTRA,NATERA,
2020,2021,ALTA,,,NVAX,NOVAVAX,
2020,2021,ALTA,,,NXPI,NXP SEMICONDUCTORS,
2020,2021,ALTA,,,OGN,ORGANON,
2020,2021,ALTA,,,OPEN,OPENDOOR TECHNOLOGIES INC (A),
2020,2021,ALTA,,,OSH,OAK STREET HEALTH,
2020,2021,ALTA,,,PENN,PENN NATIONAL GAMING,
2020,2021,ALTA,,,PLTK,PLAYTIKA HOLDING,
2020,2021,ALTA,,,PLTR,PALANTIR TECHNOLOGIES,
2020,2021,ALTA,,,PLUG,PLUG POWER INC,
2020,2021,ALTA,,,PSFE,PAYSAFE LIMITED (A),
2020,2021,ALTA,,,QS,QUANTUMSCAPE,
2020,2021,ALTA,,,RARE,ULTRAGENYX PHARMACEUTICAL,
2020,2021,ALTA,,,RH,RH,
2020,2021,ALTA,,,RKT,ROCKET COMPANIES,
2020,2021,ALTA,,,RPRX,ROYALTY PHARMA,
2020,2021,ALTA,,,RUN,SUNRUN,
2020,2021,ALTA,,,SF,STIFEL FIN CORP,
2020,2021,ALTA,,,SGFY,SIGNIFY HEALTH,
2020,2021,ALTA,,,SHC,SOTERA HEALTH,
2020,2021,ALTA,,,SHLS,SHOALS TECHNOLOGIES GROUP,
2020,2021,ALTA,,,SITE,SITEONE LANDSCAPE SUPPLY,
2020,2021,ALTA,,,SKLZ,SKILLZ INC (A),
2020,2021,ALTA,,,SNOW,SNOWFLAKE,
2020,2021,ALTA,,,TMX,TERMINIX GLOBAL HOLDINGS INC,
2020,2021,ALTA,,,TNL,TRAVEL PLUS LEISURE CO,
2020,2021,ALTA,,,TPL,TEXAS PACIFIC LAND CORPORATION,
2020,2021,ALTA,,,TSP,TUSIMPLE HOLDINGS,
2020,2021,ALTA,,,U,UNITY SOFTWARE,
2020,2021,ALTA,,,UPST,UPSTART HOLDINGS,
2020,2021,ALTA,,,UWMC,UWM HOLDINGS CORPORATION (A),
2020,2021,ALTA,,,VAC,MARRIOTT VACATIONS WORLDWIDE,
2020,2021,ALTA,,,VMEO,VIMEO,
2020,2021,ALTA,,,VNT,VONTIER,
2020,2021,ALTA,,,VRM,VROOM,
2020,2021,ALTA,,,VTRS,VIATRIS,
2020,2021,ALTA,,,WIX,WIX.COM,
2020,2021,ALTA,,,WMS,ADVANCED DRAINAGE SYSTEMS,
2020,2021,ALTA,,,WOOF,PETCO HEALTH AND WELLNESS,
2020,2021,ALTA,,,X,UNITED STATES STEEL CORP,
2020,2021,ALTA,,,YETI,YETI HOLDINGS,
2021,2022,POSIBLE_RENAME_O_FUSION,BLL,BALL CORP,BALL,BALL CORP,1.0
2021,2022,POSIBLE_RENAME_O_FUSION,WLTW,WILLIS TOWERS WATSON PLC,WTW,WILLIS TOWERS WATSON PLC,1.0
2021,2022,BAJA,ADPT,ADAPTIVE BIOTECHNOLOGIES,,,
2021,2022,BAJA,ADS,ALLIANCE DATA SYSTEMS CORP,,,
2021,2022,BAJA,AI,C3 AI,,,
2021,2022,BAJA,ALXN,ALEXION PHARM,,,
2021,2022,BAJA,ARD,ARDAGH GROUP,,,
2021,2022,BAJA,ATH,ATHENE HOLDING,,,
2021,2022,BAJA,BPYU,BROOKFIELD PROPERTY,,,
2021,2022,BAJA,BRKS,BROOKS AUTOMATION,,,
2021,2022,BAJA,BYND,BEYOND MEAT,,,
2021,2022,BAJA,CERN,CERNER CORP,,,
2021,2022,BAJA,CFX,COLFAX,,,
2021,2022,BAJA,CHGG,CHEGG,,,
2021,2022,BAJA,COG,CABOT OIL & GAS,,,
2021,2022,BAJA,COMM,COMMSCOPE HOLDING COMPANY,,,
2021,2022,BAJA,CONE,CYRUSONE,,,
2021,2022,BAJA,COR,CORESITE REALTY,,,
2021,2022,BAJA,CREE,CREE INC,,,
2021,2022,BAJA,CVAC,CUREVAC NV,,,
2021,2022,BAJA,DCT,DUCK CREEK TECHNOLOGIES,,,
2021,2022,BAJA,DISCA,DISCOVERY SERIES A,,,
2021,2022,BAJA,DISCK,DISCOVERY SERIES C,,,
2021,2022,BAJA,DSEY,DIVERSEY HOLDINGS,,,
2021,2022,BAJA,EVBG,EVERBRIDGE,,,
2021,2022,BAJA,FB,FACEBOOK CLASS A,,,
2021,2022,BAJA,FEYE,FIREEYE,,,
2021,2022,BAJA,FL,FOOT LOCKER INC,,,
2021,2022,BAJA,FSLY,FASTLY,,,
2021,2022,BAJA,FTDR,FRONTDOOR,,,
2021,2022,BAJA,GE,GENERAL ELECTRIC,,,
2021,2022,BAJA,GOCO,GOHEALTH,,,
2021,2022,BAJA,GRA,GRACE (WR),,,
2021,2022,BAJA,HAIN,HAIN CELESTIAL,,,
2021,2022,BAJA,HFC,HOLLYFRONTIER,,,
2021,2022,BAJA,HLF,HERBALIFE NUTRITION,,,
2021,2022,BAJA,HRC,HILL-ROM HOLDINGS,,,
2021,2022,BAJA,INFO,IHS MARKIT,,,
2021,2022,BAJA,IOVA,IOVANCE BIOTHERAPEUTICS,,,
2021,2022,BAJA,KSU,KANSAS CITY SOUTHERN,,,
2021,2022,BAJA,LB,L BRANDS,,,
2021,2022,BAJA,LMND,LEMONADE,,,
2021,2022,BAJA,MCFE,MCAFEE,,,
2021,2022,BAJA,MCY,MERCURY GENERAL,,,
2021,2022,BAJA,MDLA,MEDALLIA,,,
2021,2022,BAJA,MSP,DATTO HOLDING,,,
2021,2022,BAJA,MXIM,MAXIM INTEGRATED PROD.,,,
2021,2022,BAJA,NKTR,NEKTAR THERAPEUTICS,,,
2021,2022,BAJA,NUAN,NUANCE COMMUNICATIONS,,,
2021,2022,BAJA,NXPI,NXP SEMICONDUCTORS,,,
2021,2022,BAJA,PBCT,PEOPLE'S UNITED FINANCIAL,,,
2021,2022,BAJA,PFPT,PROOFPOINT,,,
2021,2022,BAJA,PLAN,ANAPLAN,,,
2021,2022,BAJA,PPD,PPD,,,
2021,2022,BAJA,PRAH,PRA HEALTH SCIENCES,,,
2021,2022,BAJA,PSFE,PAYSAFE LIMITED (A),,,
2021,2022,BAJA,QRTEA,QURATE RETAIL,,,
2021,2022,BAJA,RBC,REGAL BELOIT,,,
2021,2022,BAJA,SABR,SABRE CORP,,,
2021,2022,BAJA,SAGE,SAGE THERAPEUTICS,,,
2021,2022,BAJA,SC,SANTANDER CONSUMER USA HOLDINGS,,,
2021,2022,BAJA,SF,STIFEL FIN CORP,,,
2021,2022,BAJA,SHLS,SHOALS TECHNOLOGIES GROUP,,,
2021,2022,BAJA,SKLZ,SKILLZ INC (A),,,
2021,2022,BAJA,SPCE,VIRGIN GALACTIC HOLDINGS (A),,,
2021,2022,BAJA,SQ,SQUARE CLASS A,,,
2021,2022,BAJA,STL,STERLING BANCORP,,,
2021,2022,BAJA,STNE,STONECO,,,
2021,2022,BAJA,SWI,SOLARWINDS,,,
2021,2022,BAJA,TSP,TUSIMPLE HOLDINGS,,,
2021,2022,BAJA,VER,VEREIT,,,
2021,2022,BAJA,VIAC,VIACOMCBS (B),,,
2021,2022,BAJA,VIACA,VIACOMCBS (A),,,
2021,2022,BAJA,VMEO,VIMEO,,,
2021,2022,BAJA,VRM,VROOM,,,
2021,2022,BAJA,WORK,SLACK TECHNOLOGIES,,,
2021,2022,BAJA,WRI,WEINGARTEN REALTY INVESTORS,,,
2021,2022,BAJA,XEC,CIMAREX ENERGY CO,,,
2021,2022,BAJA,XLNX,XILINX,,,
2021,2022,BAJA,XLRN,ACCELERON PHARMA INC,,,
2021,2022,BAJA,XRX,XEROX HOLDINGS,,,
2021,2022,BAJA,YUMC,YUM CHINA HOLDINGS,,,
2021,2022,BAJA,ZNGA,ZYNGA,,,
2021,2022,ALTA,,,ABNB,AIRBNB,
2021,2022,ALTA,,,AFRM,AFFIRM HOLDINGS,
2021,2022,ALTA,,,AMBP,ARDAGH METAL PACKAGING SA,
2021,2022,ALTA,,,AMC,AMC ENTERTAINMENT,
2021,2022,ALTA,,,APP,APPLOVIN,
2021,2022,ALTA,,,AR,ANTERO RESOURCES,
2021,2022,ALTA,,,AZTA,AZENTA INC,
2021,2022,ALTA,,,BBWI,BATH & BODY WORKS INC,
2021,2022,ALTA,,,BJ,BJ'S WHOLESALE CLUB HOLDINGS,
2021,2022,ALTA,,,CAR,AVIS BUDGET GROUP,
2021,2022,ALTA,,,CEG,CONSTELLATION ENERGY,
2021,2022,ALTA,,,CFLT,CONFLUENT,
2021,2022,ALTA,,,CHK,CHESAPEAKE ENERGY,
2021,2022,ALTA,,,CNM,CORE & MAIN,
2021,2022,ALTA,,,COIN,COINBASE GLOBAL,
2021,2022,ALTA,,,CTRA,COTERRA ENERGY INC,
2021,2022,ALTA,,,DH,DEFINITIVE HEALTHCARE,
2021,2022,ALTA,,,DINO,HF SINCLAIR CORPORATION,
2021,2022,ALTA,,,DNA,GINKGO BIOWORKS HOLDINGS INC (A),
2021,2022,ALTA,,,DOCS,DOXIMITY,
2021,2022,ALTA,,,DTM,DT MIDSTREAM,
2021,2022,ALTA,,,EGP,EASTGROUP PROPERTIES,
2021,2022,ALTA,,,ENOV,ENOVIS CORPORATION,
2021,2022,ALTA,,,ESAB,ESAB CORPORATION,
2021,2022,ALTA,,,EVA,ENVIVA INC,
2021,2022,ALTA,,,FYBR,FRONTIER COMMUNICATIONS PARENT INC,
2021,2022,ALTA,,,GFS,GLOBALFOUNDRIES,
2021,2022,ALTA,,,GIS,GENERAL MILLS,
2021,2022,ALTA,,,GXO,GXO LOGISTICS,
2021,2022,ALTA,,,HOOD,ROBINHOOD MARKETS,
2021,2022,ALTA,,,HTZ,HERTZ GLOBAL HOLDINGS,
2021,2022,ALTA,,,IIVI,II-VI INC,
2021,2022,ALTA,,,INFA,INFORMATICA,
2021,2022,ALTA,,,KBR,KBR,
2021,2022,ALTA,,,KD,KYNDRYL HOLDINGS,
2021,2022,ALTA,,,LCID,LUCID GROUP INC (A),
2021,2022,ALTA,,,LIN,LINDE PLC,
2021,2022,ALTA,,,LSCC,LATTICE SEMICONDUCTOR,
2021,2022,ALTA,,,M,MACYS,
2021,2022,ALTA,,,MCW,MISTER CAR WASH,
2021,2022,ALTA,,,META,META PLATFORMS INC,
2021,2022,ALTA,,,MNDT,MANDIANT INC,
2021,2022,ALTA,,,MP,MP MATERIALS CORP (A),
2021,2022,ALTA,,,NSA,NATIONAL STORAGE AFFILIATES TRUST,
2021,2022,ALTA,,,OLPX,OLAPLEX HOLDINGS,
2021,2022,ALTA,,,OVV,OVINTIV INC,
2021,2022,ALTA,,,OWL,BLUE OWL CAPITAL,
2021,2022,ALTA,,,PARA,PARAMOUNT GLOBAL (B),
2021,2022,ALTA,,,PARAA,PARAMOUNT GLOBAL (A),
2021,2022,ALTA,,,PATH,UIPATH,
2021,2022,ALTA,,,PCOR,PROCORE TECHNOLOGIES,
2021,2022,ALTA,,,PDCE,PDC ENERGY,
2021,2022,ALTA,,,PFGC,PERFORMANCE FOOD GROUP,
2021,2022,ALTA,,,PYCR,PAYCOR HCM,
2021,2022,ALTA,,,RBLX,ROBLOX,
2021,2022,ALTA,,,RIVN,RIVIAN AUTOMOTIVE,
2021,2022,ALTA,,,RRC,RANGE RESOURCES,
2021,2022,ALTA,,,RRX,REGAL REXNORD CORPORATION,
2021,2022,ALTA,,,RYAN,RYAN SPECIALTY HOLDINGS INC (A),
2021,2022,ALTA,,,S,SENTINELONE,
2021,2022,ALTA,,,SOFI,SOFI TECHNOLOGIES INC,
2021,2022,ALTA,,,SSRM,SSR MINING,
2021,2022,ALTA,,,STE,STERIS PLC,
2021,2022,ALTA,,,SWN,SOUTHWESTERN ENERGY,
2021,2022,ALTA,,,THC,TENET HEALTHCARE,
2021,2022,ALTA,,,TOST,TOAST,
2021,2022,ALTA,,,TTEK,TETRA TECH INC,
2021,2022,ALTA,,,TWKS,THOUGHTWORKS HOLDING,
2021,2022,ALTA,,,VSCO,VICTORIAS SECRET & CO,
2021,2022,ALTA,,,WBD,WARNER BROS DISCOVERY INC,
2021,2022,ALTA,,,WCC,WESCO INTERNATIONAL,
2021,2022,ALTA,,,WE,WEWORK INC (A),
2021,2022,ALTA,,,WOLF,WOLFSPEED INC,
2021,2022,ALTA,,,WSC,WILLSCOT MOBILE MINI HOLDINGS CORP,
2021,2022,ALTA,,,ZI,ZOOMINFO TECHNOLOGIES,
