total_trades,wins,losses,win_rate,profit_factor,max_drawdown,retorno_total,capital_inicial,capital_final,pnl_medio_win,pnl_medio_loss,expectativa
2402,1299,1103,0.5407993338884263,2.607056739594941,0.1042971466538194,2221.104486078492,4000.0,8888417.94,10589.07,-4783.44,3530.0
