total_trades,wins,losses,win_rate,profit_factor,max_drawdown,retorno_total,capital_inicial,capital_final,pnl_medio_win,pnl_medio_loss,expectativa
107,46,61,0.42990654205607476,1.890251746368899,0.040566533045687365,0.14879000000000064,4000.0,4595.16,27.47,-10.96,5.56
