total_trades,wins,losses,win_rate,profit_factor,max_drawdown,retorno_total,capital_inicial,capital_final,pnl_medio_win,pnl_medio_loss,expectativa
2256,1237,1019,0.5483156028368794,2.434216840630414,0.1273348853087373,1745.0708048038673,4000.0,6984283.22,8948.79,-4462.73,2891.02
