total_trades,wins,losses,win_rate,profit_factor,max_drawdown,retorno_total,capital_inicial,capital_final,pnl_medio_win,pnl_medio_loss,expectativa
26,0,21,0.0,0.0,0.11276750000000003,0.38187306747436583,4000.0,5527.49,0,-21.48,-21.48
